language,url
Arabic (Syrian),https://aclanthology.org/2020.lrec-1.604
Arabic (Tunisian),https://aclanthology.org/2020.lrec-1.604
English,https://aclanthology.org/2020.lrec-1.606
German (Upper Austrian),https://aclanthology.org/2020.lrec-1.606
German (Bavarian),https://aclanthology.org/2020.lrec-1.606
German (Bern),https://aclanthology.org/2020.lrec-1.606
German (Berlin),https://aclanthology.org/2020.lrec-1.606
German,https://aclanthology.org/2020.lrec-1.606
German (Hannover),https://aclanthology.org/2020.lrec-1.606
German (Mansfeldisch),https://aclanthology.org/2020.lrec-1.606
German (Ostschweiz),https://aclanthology.org/2020.lrec-1.606
German (Appenzell),https://aclanthology.org/2020.lrec-1.606
German (Ripuarian),https://aclanthology.org/2020.lrec-1.606
German (Thurgau),https://aclanthology.org/2020.lrec-1.606
German (Thuringian),https://aclanthology.org/2020.lrec-1.606
German (Timisoara),https://aclanthology.org/2020.lrec-1.606
German (Viennese),https://aclanthology.org/2020.lrec-1.606
German (Westphalian),https://aclanthology.org/2020.lrec-1.606
German (Zurich),https://aclanthology.org/2020.lrec-1.606
Arabic (Chadian),https://aclanthology.org/2020.lrec-1.610
Arabic (Beirut),https://aclanthology.org/2020.lrec-1.610
Arabic (Bahrain),https://aclanthology.org/2020.lrec-1.610
Arabic (Egyptian),https://aclanthology.org/2020.lrec-1.610
Arabic (Eastern Libyan),https://aclanthology.org/2020.lrec-1.610
Arabic (Bani-Hassan),https://aclanthology.org/2020.lrec-1.610
Arabic (Kormakiti),https://aclanthology.org/2020.lrec-1.610
Arabic (Moroccan),https://aclanthology.org/2020.lrec-1.610
Arabic (Modern Standard),https://aclanthology.org/2020.lrec-1.610
Arabic (North Levantine Spoken),https://aclanthology.org/2020.lrec-1.610
Arabic (Palestinian),https://aclanthology.org/2020.lrec-1.610
Arabic (Gulf),https://aclanthology.org/2020.lrec-1.610
Arabic (Hijazi),https://aclanthology.org/2020.lrec-1.610
Arabic (Kuwaiti),https://aclanthology.org/2020.lrec-1.610
Arabic (Lebanese),https://aclanthology.org/2020.lrec-1.610
Arabic (Borno Nigerian),https://aclanthology.org/2020.lrec-1.610
Arabic (Iraqi),https://aclanthology.org/2020.lrec-1.610
Arabic (San'ani),https://aclanthology.org/2020.lrec-1.610
Arabic (Negev),https://aclanthology.org/2020.lrec-1.610
Arabic (Syrian),https://aclanthology.org/2020.lrec-1.610
Arabic (Tunisian),https://aclanthology.org/2020.lrec-1.610
Telugu,https://aclanthology.org/2020.lrec-1.617
Norwegian,https://aclanthology.org/2020.lrec-1.618
English,https://aclanthology.org/2020.lrec-1.619
Italian (Fiorentino),https://aclanthology.org/2020.lrec-1.627
Italian,https://aclanthology.org/2020.lrec-1.627
Italian (Bologna),https://aclanthology.org/2020.lrec-1.627
Italian (Genoa),https://aclanthology.org/2020.lrec-1.627
Italian (Napolitanian),https://aclanthology.org/2020.lrec-1.627
Italian (Turinese),https://aclanthology.org/2020.lrec-1.627
Spanish,https://aclanthology.org/2020.lrec-1.628
Spanish (Canary Islands),https://aclanthology.org/2020.lrec-1.628
English,https://aclanthology.org/2020.lrec-1.629
Greek (Cypriot),https://aclanthology.org/2020.lrec-1.629
Greek (Modern),https://aclanthology.org/2020.lrec-1.629
Wolof,https://aclanthology.org/2020.lrec-1.631
Turkish,https://aclanthology.org/2020.lrec-1.634
German (Upper Austrian),https://aclanthology.org/2020.lrec-1.636
German (Bavarian),https://aclanthology.org/2020.lrec-1.636
German (Bern),https://aclanthology.org/2020.lrec-1.636
German (Berlin),https://aclanthology.org/2020.lrec-1.636
German,https://aclanthology.org/2020.lrec-1.636
German (Hannover),https://aclanthology.org/2020.lrec-1.636
German (Mansfeldisch),https://aclanthology.org/2020.lrec-1.636
German (Ostschweiz),https://aclanthology.org/2020.lrec-1.636
German (Appenzell),https://aclanthology.org/2020.lrec-1.636
German (Ripuarian),https://aclanthology.org/2020.lrec-1.636
German (Thurgau),https://aclanthology.org/2020.lrec-1.636
German (Thuringian),https://aclanthology.org/2020.lrec-1.636
German (Timisoara),https://aclanthology.org/2020.lrec-1.636
German (Viennese),https://aclanthology.org/2020.lrec-1.636
German (Westphalian),https://aclanthology.org/2020.lrec-1.636
German (Zurich),https://aclanthology.org/2020.lrec-1.636
Yoruba,https://aclanthology.org/2020.lrec-1.637
English,https://aclanthology.org/2020.lrec-1.638
Japanese,https://aclanthology.org/2020.lrec-1.639
Urdu,https://aclanthology.org/2020.lrec-1.640
Czech,https://aclanthology.org/2020.lrec-1.641
Swedish,https://aclanthology.org/2020.lrec-1.642
Swedish (Västerbotten),https://aclanthology.org/2020.lrec-1.642
English,https://aclanthology.org/2020.lrec-1.643
French,https://aclanthology.org/2020.lrec-1.643
German (Upper Austrian),https://aclanthology.org/2020.lrec-1.643
German (Bavarian),https://aclanthology.org/2020.lrec-1.643
German (Bern),https://aclanthology.org/2020.lrec-1.643
German (Berlin),https://aclanthology.org/2020.lrec-1.643
German,https://aclanthology.org/2020.lrec-1.643
German (Hannover),https://aclanthology.org/2020.lrec-1.643
German (Mansfeldisch),https://aclanthology.org/2020.lrec-1.643
German (Ostschweiz),https://aclanthology.org/2020.lrec-1.643
German (Appenzell),https://aclanthology.org/2020.lrec-1.643
German (Ripuarian),https://aclanthology.org/2020.lrec-1.643
German (Thurgau),https://aclanthology.org/2020.lrec-1.643
German (Thuringian),https://aclanthology.org/2020.lrec-1.643
German (Timisoara),https://aclanthology.org/2020.lrec-1.643
German (Viennese),https://aclanthology.org/2020.lrec-1.643
German (Westphalian),https://aclanthology.org/2020.lrec-1.643
German (Zurich),https://aclanthology.org/2020.lrec-1.643
Dutch (Brabantic),https://aclanthology.org/2020.lrec-1.644
Dutch (Limburg),https://aclanthology.org/2020.lrec-1.644
Dutch,https://aclanthology.org/2020.lrec-1.644
Dutch (Zeeuws),https://aclanthology.org/2020.lrec-1.644
English,https://aclanthology.org/2020.lrec-1.644
German (Upper Austrian),https://aclanthology.org/2020.lrec-1.644
German (Bavarian),https://aclanthology.org/2020.lrec-1.644
German (Bern),https://aclanthology.org/2020.lrec-1.644
German (Berlin),https://aclanthology.org/2020.lrec-1.644
German,https://aclanthology.org/2020.lrec-1.644
German (Hannover),https://aclanthology.org/2020.lrec-1.644
German (Mansfeldisch),https://aclanthology.org/2020.lrec-1.644
German (Ostschweiz),https://aclanthology.org/2020.lrec-1.644
German (Appenzell),https://aclanthology.org/2020.lrec-1.644
German (Ripuarian),https://aclanthology.org/2020.lrec-1.644
German (Thurgau),https://aclanthology.org/2020.lrec-1.644
German (Thuringian),https://aclanthology.org/2020.lrec-1.644
German (Timisoara),https://aclanthology.org/2020.lrec-1.644
German (Viennese),https://aclanthology.org/2020.lrec-1.644
German (Westphalian),https://aclanthology.org/2020.lrec-1.644
German (Zurich),https://aclanthology.org/2020.lrec-1.644
Swedish,https://aclanthology.org/2020.lrec-1.644
Swedish (Västerbotten),https://aclanthology.org/2020.lrec-1.644
Russian,https://aclanthology.org/2020.lrec-1.646
Dutch (Brabantic),https://aclanthology.org/2020.lrec-1.647
Dutch (Limburg),https://aclanthology.org/2020.lrec-1.647
Dutch,https://aclanthology.org/2020.lrec-1.647
Dutch (Zeeuws),https://aclanthology.org/2020.lrec-1.647
English,https://aclanthology.org/2020.lrec-1.648
German (Upper Austrian),https://aclanthology.org/2020.lrec-1.649
German (Bavarian),https://aclanthology.org/2020.lrec-1.649
German (Bern),https://aclanthology.org/2020.lrec-1.649
German (Berlin),https://aclanthology.org/2020.lrec-1.649
German,https://aclanthology.org/2020.lrec-1.649
German (Hannover),https://aclanthology.org/2020.lrec-1.649
German (Mansfeldisch),https://aclanthology.org/2020.lrec-1.649
German (Ostschweiz),https://aclanthology.org/2020.lrec-1.649
German (Appenzell),https://aclanthology.org/2020.lrec-1.649
German (Ripuarian),https://aclanthology.org/2020.lrec-1.649
German (Thurgau),https://aclanthology.org/2020.lrec-1.649
German (Thuringian),https://aclanthology.org/2020.lrec-1.649
German (Timisoara),https://aclanthology.org/2020.lrec-1.649
German (Viennese),https://aclanthology.org/2020.lrec-1.649
German (Westphalian),https://aclanthology.org/2020.lrec-1.649
German (Zurich),https://aclanthology.org/2020.lrec-1.649
Norwegian,https://aclanthology.org/2020.lrec-1.649
German (Upper Austrian),https://aclanthology.org/2020.lrec-1.650
German (Bavarian),https://aclanthology.org/2020.lrec-1.650
German (Bern),https://aclanthology.org/2020.lrec-1.650
German (Berlin),https://aclanthology.org/2020.lrec-1.650
German,https://aclanthology.org/2020.lrec-1.650
German (Hannover),https://aclanthology.org/2020.lrec-1.650
German (Mansfeldisch),https://aclanthology.org/2020.lrec-1.650
German (Ostschweiz),https://aclanthology.org/2020.lrec-1.650
German (Appenzell),https://aclanthology.org/2020.lrec-1.650
German (Ripuarian),https://aclanthology.org/2020.lrec-1.650
German (Thurgau),https://aclanthology.org/2020.lrec-1.650
German (Thuringian),https://aclanthology.org/2020.lrec-1.650
German (Timisoara),https://aclanthology.org/2020.lrec-1.650
German (Viennese),https://aclanthology.org/2020.lrec-1.650
German (Westphalian),https://aclanthology.org/2020.lrec-1.650
German (Zurich),https://aclanthology.org/2020.lrec-1.650
French,https://aclanthology.org/2020.lrec-1.652
Polish,https://aclanthology.org/2020.lrec-1.653
French,https://aclanthology.org/2020.lrec-1.655
Arabic (Chadian),https://aclanthology.org/2020.lrec-1.657
Arabic (Beirut),https://aclanthology.org/2020.lrec-1.657
Arabic (Bahrain),https://aclanthology.org/2020.lrec-1.657
Arabic (Egyptian),https://aclanthology.org/2020.lrec-1.657
Arabic (Eastern Libyan),https://aclanthology.org/2020.lrec-1.657
Arabic (Bani-Hassan),https://aclanthology.org/2020.lrec-1.657
Arabic (Kormakiti),https://aclanthology.org/2020.lrec-1.657
Arabic (Moroccan),https://aclanthology.org/2020.lrec-1.657
Arabic (Modern Standard),https://aclanthology.org/2020.lrec-1.657
Arabic (North Levantine Spoken),https://aclanthology.org/2020.lrec-1.657
Arabic (Palestinian),https://aclanthology.org/2020.lrec-1.657
Arabic (Gulf),https://aclanthology.org/2020.lrec-1.657
Arabic (Hijazi),https://aclanthology.org/2020.lrec-1.657
Arabic (Kuwaiti),https://aclanthology.org/2020.lrec-1.657
Arabic (Lebanese),https://aclanthology.org/2020.lrec-1.657
Arabic (Borno Nigerian),https://aclanthology.org/2020.lrec-1.657
Arabic (Iraqi),https://aclanthology.org/2020.lrec-1.657
Arabic (San'ani),https://aclanthology.org/2020.lrec-1.657
Arabic (Negev),https://aclanthology.org/2020.lrec-1.657
Arabic (Syrian),https://aclanthology.org/2020.lrec-1.657
Arabic (Tunisian),https://aclanthology.org/2020.lrec-1.657
Norwegian,https://aclanthology.org/2020.lrec-1.658
English,https://aclanthology.org/2020.lrec-1.659
English,https://aclanthology.org/2020.lrec-1.662
Portuguese,https://aclanthology.org/2020.lrec-1.669
French,https://aclanthology.org/2020.lrec-1.673
English,https://aclanthology.org/2020.lrec-1.674
French,https://aclanthology.org/2020.lrec-1.674
English,https://aclanthology.org/2020.lrec-1.677
Spanish,https://aclanthology.org/2020.lrec-1.677
Spanish (Canary Islands),https://aclanthology.org/2020.lrec-1.677
English,https://aclanthology.org/2020.lrec-1.681
Czech,https://aclanthology.org/2020.lrec-1.682
Rama,https://aclanthology.org/2020.lrec-1.687
Czech,https://aclanthology.org/2020.lrec-1.689
English,https://aclanthology.org/2020.lrec-1.689
German (Upper Austrian),https://aclanthology.org/2020.lrec-1.689
German (Bavarian),https://aclanthology.org/2020.lrec-1.689
German (Bern),https://aclanthology.org/2020.lrec-1.689
German (Berlin),https://aclanthology.org/2020.lrec-1.689
German,https://aclanthology.org/2020.lrec-1.689
German (Hannover),https://aclanthology.org/2020.lrec-1.689
German (Mansfeldisch),https://aclanthology.org/2020.lrec-1.689
German (Ostschweiz),https://aclanthology.org/2020.lrec-1.689
German (Appenzell),https://aclanthology.org/2020.lrec-1.689
German (Ripuarian),https://aclanthology.org/2020.lrec-1.689
German (Thurgau),https://aclanthology.org/2020.lrec-1.689
German (Thuringian),https://aclanthology.org/2020.lrec-1.689
German (Timisoara),https://aclanthology.org/2020.lrec-1.689
German (Viennese),https://aclanthology.org/2020.lrec-1.689
German (Westphalian),https://aclanthology.org/2020.lrec-1.689
German (Zurich),https://aclanthology.org/2020.lrec-1.689
Italian (Fiorentino),https://aclanthology.org/2020.lrec-1.689
Italian,https://aclanthology.org/2020.lrec-1.689
Italian (Bologna),https://aclanthology.org/2020.lrec-1.689
Italian (Genoa),https://aclanthology.org/2020.lrec-1.689
Italian (Napolitanian),https://aclanthology.org/2020.lrec-1.689
Italian (Turinese),https://aclanthology.org/2020.lrec-1.689
Rama,https://aclanthology.org/2020.lrec-1.689
Spanish,https://aclanthology.org/2020.lrec-1.689
Spanish (Canary Islands),https://aclanthology.org/2020.lrec-1.689
English,https://aclanthology.org/2020.lrec-1.690
Dutch (Brabantic),https://aclanthology.org/2020.lrec-1.694
Dutch (Limburg),https://aclanthology.org/2020.lrec-1.694
Dutch,https://aclanthology.org/2020.lrec-1.694
Dutch (Zeeuws),https://aclanthology.org/2020.lrec-1.694
English,https://aclanthology.org/2020.lrec-1.694
German (Upper Austrian),https://aclanthology.org/2020.lrec-1.694
German (Bavarian),https://aclanthology.org/2020.lrec-1.694
German (Bern),https://aclanthology.org/2020.lrec-1.694
German (Berlin),https://aclanthology.org/2020.lrec-1.694
German,https://aclanthology.org/2020.lrec-1.694
German (Hannover),https://aclanthology.org/2020.lrec-1.694
German (Mansfeldisch),https://aclanthology.org/2020.lrec-1.694
German (Ostschweiz),https://aclanthology.org/2020.lrec-1.694
German (Appenzell),https://aclanthology.org/2020.lrec-1.694
German (Ripuarian),https://aclanthology.org/2020.lrec-1.694
German (Thurgau),https://aclanthology.org/2020.lrec-1.694
German (Thuringian),https://aclanthology.org/2020.lrec-1.694
German (Timisoara),https://aclanthology.org/2020.lrec-1.694
German (Viennese),https://aclanthology.org/2020.lrec-1.694
German (Westphalian),https://aclanthology.org/2020.lrec-1.694
German (Zurich),https://aclanthology.org/2020.lrec-1.694
Spanish,https://aclanthology.org/2020.lrec-1.694
Spanish (Canary Islands),https://aclanthology.org/2020.lrec-1.694
English,https://aclanthology.org/2020.lrec-1.697
Spanish,https://aclanthology.org/2020.lrec-1.708
Spanish (Canary Islands),https://aclanthology.org/2020.lrec-1.708
English,https://aclanthology.org/2020.lrec-1.709
English,https://aclanthology.org/2020.lrec-1.712
French,https://aclanthology.org/2020.lrec-1.713
Polish,https://aclanthology.org/2020.lrec-1.719
English,https://aclanthology.org/2020.lrec-1.720
English,https://aclanthology.org/2020.lrec-1.721
French,https://aclanthology.org/2020.lrec-1.721
English,https://aclanthology.org/2020.lrec-1.722
English,https://aclanthology.org/2020.lrec-1.723
French,https://aclanthology.org/2020.lrec-1.723
German (Upper Austrian),https://aclanthology.org/2020.lrec-1.723
German (Bavarian),https://aclanthology.org/2020.lrec-1.723
German (Bern),https://aclanthology.org/2020.lrec-1.723
German (Berlin),https://aclanthology.org/2020.lrec-1.723
German,https://aclanthology.org/2020.lrec-1.723
German (Hannover),https://aclanthology.org/2020.lrec-1.723
German (Mansfeldisch),https://aclanthology.org/2020.lrec-1.723
German (Ostschweiz),https://aclanthology.org/2020.lrec-1.723
German (Appenzell),https://aclanthology.org/2020.lrec-1.723
German (Ripuarian),https://aclanthology.org/2020.lrec-1.723
German (Thurgau),https://aclanthology.org/2020.lrec-1.723
German (Thuringian),https://aclanthology.org/2020.lrec-1.723
German (Timisoara),https://aclanthology.org/2020.lrec-1.723
German (Viennese),https://aclanthology.org/2020.lrec-1.723
German (Westphalian),https://aclanthology.org/2020.lrec-1.723
German (Zurich),https://aclanthology.org/2020.lrec-1.723
Italian (Fiorentino),https://aclanthology.org/2020.lrec-1.723
Italian,https://aclanthology.org/2020.lrec-1.723
Italian (Bologna),https://aclanthology.org/2020.lrec-1.723
Italian (Genoa),https://aclanthology.org/2020.lrec-1.723
Italian (Napolitanian),https://aclanthology.org/2020.lrec-1.723
Italian (Turinese),https://aclanthology.org/2020.lrec-1.723
Spanish,https://aclanthology.org/2020.lrec-1.723
Spanish (Canary Islands),https://aclanthology.org/2020.lrec-1.723
French,https://aclanthology.org/2020.lrec-1.724
English,https://aclanthology.org/2020.lrec-1.727
Hebrew (Modern Ashkenazic),https://aclanthology.org/2020.lrec-1.727
Hebrew (Modern),https://aclanthology.org/2020.lrec-1.727
English,https://aclanthology.org/2020.lrec-1.729
French,https://aclanthology.org/2020.lrec-1.729
German (Upper Austrian),https://aclanthology.org/2020.lrec-1.731
German (Bavarian),https://aclanthology.org/2020.lrec-1.731
German (Bern),https://aclanthology.org/2020.lrec-1.731
German (Berlin),https://aclanthology.org/2020.lrec-1.731
German,https://aclanthology.org/2020.lrec-1.731
German (Hannover),https://aclanthology.org/2020.lrec-1.731
German (Mansfeldisch),https://aclanthology.org/2020.lrec-1.731
German (Ostschweiz),https://aclanthology.org/2020.lrec-1.731
German (Appenzell),https://aclanthology.org/2020.lrec-1.731
German (Ripuarian),https://aclanthology.org/2020.lrec-1.731
German (Thurgau),https://aclanthology.org/2020.lrec-1.731
German (Thuringian),https://aclanthology.org/2020.lrec-1.731
German (Timisoara),https://aclanthology.org/2020.lrec-1.731
German (Viennese),https://aclanthology.org/2020.lrec-1.731
German (Westphalian),https://aclanthology.org/2020.lrec-1.731
German (Zurich),https://aclanthology.org/2020.lrec-1.731
English,https://aclanthology.org/2020.lrec-1.733
Mandarin,https://aclanthology.org/2020.lrec-1.733
English,https://aclanthology.org/2020.lrec-1.734
Russian,https://aclanthology.org/2020.lrec-1.734
Finnish,https://aclanthology.org/2020.lrec-1.735
Finnish Sign Language,https://aclanthology.org/2020.lrec-1.735
French,https://aclanthology.org/2020.lrec-1.736
Italian (Fiorentino),https://aclanthology.org/2020.lrec-1.738
Italian,https://aclanthology.org/2020.lrec-1.738
Italian (Bologna),https://aclanthology.org/2020.lrec-1.738
Italian (Genoa),https://aclanthology.org/2020.lrec-1.738
Italian (Napolitanian),https://aclanthology.org/2020.lrec-1.738
Italian (Turinese),https://aclanthology.org/2020.lrec-1.738
French,https://aclanthology.org/2020.lrec-1.740
German (Upper Austrian),https://aclanthology.org/2020.lrec-1.741
German (Bavarian),https://aclanthology.org/2020.lrec-1.741
German (Bern),https://aclanthology.org/2020.lrec-1.741
German (Berlin),https://aclanthology.org/2020.lrec-1.741
German,https://aclanthology.org/2020.lrec-1.741
German (Hannover),https://aclanthology.org/2020.lrec-1.741
German (Mansfeldisch),https://aclanthology.org/2020.lrec-1.741
German (Ostschweiz),https://aclanthology.org/2020.lrec-1.741
German (Appenzell),https://aclanthology.org/2020.lrec-1.741
German (Ripuarian),https://aclanthology.org/2020.lrec-1.741
German (Thurgau),https://aclanthology.org/2020.lrec-1.741
German (Thuringian),https://aclanthology.org/2020.lrec-1.741
German (Timisoara),https://aclanthology.org/2020.lrec-1.741
German (Viennese),https://aclanthology.org/2020.lrec-1.741
German (Westphalian),https://aclanthology.org/2020.lrec-1.741
German (Zurich),https://aclanthology.org/2020.lrec-1.741
Turkish,https://aclanthology.org/2020.lrec-1.741
French,https://aclanthology.org/2020.lrec-1.743
Russian Sign Language,https://aclanthology.org/2020.lrec-1.746
Russian,https://aclanthology.org/2020.lrec-1.746
English,https://aclanthology.org/2020.lrec-1.750
Portuguese,https://aclanthology.org/2020.lrec-1.750
German (Upper Austrian),https://aclanthology.org/2020.lrec-1.752
German (Bavarian),https://aclanthology.org/2020.lrec-1.752
German (Bern),https://aclanthology.org/2020.lrec-1.752
German (Berlin),https://aclanthology.org/2020.lrec-1.752
German,https://aclanthology.org/2020.lrec-1.752
German (Hannover),https://aclanthology.org/2020.lrec-1.752
German (Mansfeldisch),https://aclanthology.org/2020.lrec-1.752
German (Ostschweiz),https://aclanthology.org/2020.lrec-1.752
German (Appenzell),https://aclanthology.org/2020.lrec-1.752
German (Ripuarian),https://aclanthology.org/2020.lrec-1.752
German (Thurgau),https://aclanthology.org/2020.lrec-1.752
German (Thuringian),https://aclanthology.org/2020.lrec-1.752
German (Timisoara),https://aclanthology.org/2020.lrec-1.752
German (Viennese),https://aclanthology.org/2020.lrec-1.752
German (Westphalian),https://aclanthology.org/2020.lrec-1.752
German (Zurich),https://aclanthology.org/2020.lrec-1.752
German (Upper Austrian),https://aclanthology.org/2020.lrec-1.754
German (Bavarian),https://aclanthology.org/2020.lrec-1.754
German (Bern),https://aclanthology.org/2020.lrec-1.754
German (Berlin),https://aclanthology.org/2020.lrec-1.754
German,https://aclanthology.org/2020.lrec-1.754
German (Hannover),https://aclanthology.org/2020.lrec-1.754
German (Mansfeldisch),https://aclanthology.org/2020.lrec-1.754
German (Ostschweiz),https://aclanthology.org/2020.lrec-1.754
German (Appenzell),https://aclanthology.org/2020.lrec-1.754
German (Ripuarian),https://aclanthology.org/2020.lrec-1.754
German (Thurgau),https://aclanthology.org/2020.lrec-1.754
German (Thuringian),https://aclanthology.org/2020.lrec-1.754
German (Timisoara),https://aclanthology.org/2020.lrec-1.754
German (Viennese),https://aclanthology.org/2020.lrec-1.754
German (Westphalian),https://aclanthology.org/2020.lrec-1.754
German (Zurich),https://aclanthology.org/2020.lrec-1.754
Dutch (Brabantic),https://aclanthology.org/2020.lrec-1.756
Dutch (Limburg),https://aclanthology.org/2020.lrec-1.756
Dutch,https://aclanthology.org/2020.lrec-1.756
Dutch (Zeeuws),https://aclanthology.org/2020.lrec-1.756
Turkish,https://aclanthology.org/2020.lrec-1.758
German (Upper Austrian),https://aclanthology.org/2020.lrec-1.759
German (Bavarian),https://aclanthology.org/2020.lrec-1.759
German (Bern),https://aclanthology.org/2020.lrec-1.759
German (Berlin),https://aclanthology.org/2020.lrec-1.759
German,https://aclanthology.org/2020.lrec-1.759
German (Hannover),https://aclanthology.org/2020.lrec-1.759
German (Mansfeldisch),https://aclanthology.org/2020.lrec-1.759
German (Ostschweiz),https://aclanthology.org/2020.lrec-1.759
German (Appenzell),https://aclanthology.org/2020.lrec-1.759
German (Ripuarian),https://aclanthology.org/2020.lrec-1.759
German (Thurgau),https://aclanthology.org/2020.lrec-1.759
German (Thuringian),https://aclanthology.org/2020.lrec-1.759
German (Timisoara),https://aclanthology.org/2020.lrec-1.759
German (Viennese),https://aclanthology.org/2020.lrec-1.759
German (Westphalian),https://aclanthology.org/2020.lrec-1.759
German (Zurich),https://aclanthology.org/2020.lrec-1.759
English,https://aclanthology.org/2020.lrec-1.760
Arabic (Chadian),https://aclanthology.org/2020.lrec-1.761
Arabic (Beirut),https://aclanthology.org/2020.lrec-1.761
Arabic (Bahrain),https://aclanthology.org/2020.lrec-1.761
Arabic (Egyptian),https://aclanthology.org/2020.lrec-1.761
Arabic (Eastern Libyan),https://aclanthology.org/2020.lrec-1.761
Arabic (Bani-Hassan),https://aclanthology.org/2020.lrec-1.761
Arabic (Kormakiti),https://aclanthology.org/2020.lrec-1.761
Arabic (Moroccan),https://aclanthology.org/2020.lrec-1.761
Arabic (Modern Standard),https://aclanthology.org/2020.lrec-1.761
Arabic (North Levantine Spoken),https://aclanthology.org/2020.lrec-1.761
Arabic (Palestinian),https://aclanthology.org/2020.lrec-1.761
Arabic (Gulf),https://aclanthology.org/2020.lrec-1.761
Arabic (Hijazi),https://aclanthology.org/2020.lrec-1.761
Arabic (Kuwaiti),https://aclanthology.org/2020.lrec-1.761
Arabic (Lebanese),https://aclanthology.org/2020.lrec-1.761
Arabic (Borno Nigerian),https://aclanthology.org/2020.lrec-1.761
Arabic (Iraqi),https://aclanthology.org/2020.lrec-1.761
Arabic (San'ani),https://aclanthology.org/2020.lrec-1.761
Arabic (Negev),https://aclanthology.org/2020.lrec-1.761
Arabic (Syrian),https://aclanthology.org/2020.lrec-1.761
Arabic (Tunisian),https://aclanthology.org/2020.lrec-1.761
English,https://aclanthology.org/2020.lrec-1.763
French,https://aclanthology.org/2020.lrec-1.763
English,https://aclanthology.org/2020.lrec-1.765
English,https://aclanthology.org/2020.lrec-1.766
Russian,https://aclanthology.org/2020.lrec-1.766
English,https://aclanthology.org/2020.lrec-1.767
Arabic (Chadian),https://aclanthology.org/2020.lrec-1.768
Arabic (Beirut),https://aclanthology.org/2020.lrec-1.768
Arabic (Bahrain),https://aclanthology.org/2020.lrec-1.768
Arabic (Egyptian),https://aclanthology.org/2020.lrec-1.768
Arabic (Eastern Libyan),https://aclanthology.org/2020.lrec-1.768
Arabic (Bani-Hassan),https://aclanthology.org/2020.lrec-1.768
Arabic (Kormakiti),https://aclanthology.org/2020.lrec-1.768
Arabic (Moroccan),https://aclanthology.org/2020.lrec-1.768
Arabic (Modern Standard),https://aclanthology.org/2020.lrec-1.768
Arabic (North Levantine Spoken),https://aclanthology.org/2020.lrec-1.768
Arabic (Palestinian),https://aclanthology.org/2020.lrec-1.768
Arabic (Gulf),https://aclanthology.org/2020.lrec-1.768
Arabic (Hijazi),https://aclanthology.org/2020.lrec-1.768
Arabic (Kuwaiti),https://aclanthology.org/2020.lrec-1.768
Arabic (Lebanese),https://aclanthology.org/2020.lrec-1.768
Arabic (Borno Nigerian),https://aclanthology.org/2020.lrec-1.768
Arabic (Iraqi),https://aclanthology.org/2020.lrec-1.768
Arabic (San'ani),https://aclanthology.org/2020.lrec-1.768
Arabic (Negev),https://aclanthology.org/2020.lrec-1.768
Arabic (Syrian),https://aclanthology.org/2020.lrec-1.768
Arabic (Tunisian),https://aclanthology.org/2020.lrec-1.768
Italian (Fiorentino),https://aclanthology.org/2020.lrec-1.769
Italian,https://aclanthology.org/2020.lrec-1.769
Italian (Bologna),https://aclanthology.org/2020.lrec-1.769
Italian (Genoa),https://aclanthology.org/2020.lrec-1.769
Italian (Napolitanian),https://aclanthology.org/2020.lrec-1.769
Italian (Turinese),https://aclanthology.org/2020.lrec-1.769
Arabic (Chadian),https://aclanthology.org/2020.lrec-1.770
Arabic (Beirut),https://aclanthology.org/2020.lrec-1.770
Arabic (Bahrain),https://aclanthology.org/2020.lrec-1.770
Arabic (Egyptian),https://aclanthology.org/2020.lrec-1.770
Arabic (Eastern Libyan),https://aclanthology.org/2020.lrec-1.770
Arabic (Bani-Hassan),https://aclanthology.org/2020.lrec-1.770
Arabic (Kormakiti),https://aclanthology.org/2020.lrec-1.770
Arabic (Moroccan),https://aclanthology.org/2020.lrec-1.770
Arabic (Modern Standard),https://aclanthology.org/2020.lrec-1.770
Arabic (North Levantine Spoken),https://aclanthology.org/2020.lrec-1.770
Arabic (Palestinian),https://aclanthology.org/2020.lrec-1.770
Arabic (Gulf),https://aclanthology.org/2020.lrec-1.770
Arabic (Hijazi),https://aclanthology.org/2020.lrec-1.770
Arabic (Kuwaiti),https://aclanthology.org/2020.lrec-1.770
Arabic (Lebanese),https://aclanthology.org/2020.lrec-1.770
Arabic (Borno Nigerian),https://aclanthology.org/2020.lrec-1.770
Arabic (Iraqi),https://aclanthology.org/2020.lrec-1.770
Arabic (San'ani),https://aclanthology.org/2020.lrec-1.770
Arabic (Negev),https://aclanthology.org/2020.lrec-1.770
Arabic (Syrian),https://aclanthology.org/2020.lrec-1.770
Arabic (Tunisian),https://aclanthology.org/2020.lrec-1.770
English,https://aclanthology.org/2020.lrec-1.773
German (Upper Austrian),https://aclanthology.org/2020.lrec-1.774
German (Bavarian),https://aclanthology.org/2020.lrec-1.774
German (Bern),https://aclanthology.org/2020.lrec-1.774
German (Berlin),https://aclanthology.org/2020.lrec-1.774
German,https://aclanthology.org/2020.lrec-1.774
German (Hannover),https://aclanthology.org/2020.lrec-1.774
German (Mansfeldisch),https://aclanthology.org/2020.lrec-1.774
German (Ostschweiz),https://aclanthology.org/2020.lrec-1.774
German (Appenzell),https://aclanthology.org/2020.lrec-1.774
